id,section,kp,kp_name,source,path,image_path,question
Q0001,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2001 - 2001\2001-A期末考试卷.doc,D:\虚拟C盘\学习\固体力学\考题\2001\2001-A期末考试卷.doc,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2001_2001_A期末考试卷\q-001.png,"一、(20分) 一悬臂梁长为L,A端固支,B端为自由端。梁上受的载荷集度可用一正弦函数表示,如下图所示。试求B点的挠度和转角。"
Q0006,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2001 - 2001\2001年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2001\2001年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2001_2001年期末_A卷\q-001.png,"一、(20 分) 一悬臂梁长为 L,A 端固支,B 端为自由端。梁上受的载荷 集度可用一正弦函数表示,如下图所示。试求 B 点的挠度 和转角。"
Q0022,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2003 - 2003\2003-秋-B期末考试卷.doc,D:\虚拟C盘\学习\固体力学\考题\2003\2003-秋-B期末考试卷.doc,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2003_2003_秋_B期末考试卷\q-001.png,"一、(25分) 梁AB的A端固支在左恻的垂直刚性壁面,B端通过一个滚轴支撑着梁BC的左端。梁BC的右端为固定铰支约束。设两根梁有相同的弯曲刚度EI和相同的长度L,当没有外载荷时,都处于水平状态。当梁BC上有垂直向下的均布载荷q0时,求: (1) BC梁中点的挠度; (2)梁AB中点的转角; (3)梁BC在C点的转角; (4)两根梁各自截面的最大正应力位置和大小。"
Q0026,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2003 - 2003\2003年期末（B卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2003\2003年期末（B卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2003_2003年期末_B卷\q-001.png,"一、(25 分) 梁 AB 的 A 端固支在左恻的垂 直刚性壁面,B 端通过一个滚 轴支撑着梁 BC 的左端。梁 BC 的右端为固定铰支约束。设两 根梁有相同的弯曲刚度 EI 和 相同的长度 L,当没有外载荷 时,都处于水平状态。当梁 BC 上有垂直向下的均布载荷 q0 时,求: (1) BC 梁中点的挠度; (2)梁 AB 中点的转角; (3)梁 BC 在 C 点的转角; (4)两根梁各自截面的最大正 应力位置和大小。"
Q0042,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2004 - 2004\2004年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2004\2004年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2004_2004年期末_A卷\q-003.png,"3. 平面刚架受力如图所示,其中横杆和竖杆的弯曲刚度 EI、载荷集度 q、长度 l 等均为已知。若忽略剪力的影响,试用卡氏第二定理(或莫尔积分法)求竖 杆 AB 的中点 D 的水平位移。(25 分) D"
Q0047,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2004 - 2004\2004年期末（B卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2004\2004年期末（B卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2004_2004年期末_B卷\q-004.png,"3. 平面刚架受力如图所示,其中横杆和竖杆的弯曲刚度 EI、载荷集度 q、长度 l 等均为已知。若忽略剪力的影响,试用卡氏第二定理(或莫尔积分法)求竖 杆 AB 的中点 D 的水平位移。(25 分) D"
Q0060,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2005 - 2005\2005期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2005\2005期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2005_2005期末_A卷\q-001.png,"1. 如图所示,已知:q、EI、l。试根据梁的挠曲线微分方程和约束条件,求梁 的挠度曲线表达式。(25 分) q l l l"
Q0062,挠曲线、转角、挠度、能量法,K10.2,单位载荷法与 Castigliano 能量法,2005 - 2005\2005期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2005\2005期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2005_2005期末_A卷\q-003.png,"3. 平面刚架受力如图所示,其中的 F、l 以及 EI 等均为已知。若忽略轴力和剪 力的影响,试用卡氏第二定理(或莫尔积分法)求 A、B 两点的相对位移 Δ AB 。 (25 分) A"
Q0068,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2006 - 2006\2006年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2006\2006年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2006_2006年期末_A卷\q-001.png,"1. 如图所示,已知:q、EI、l。试根据梁的挠曲线微分方程和约束条件,求梁 的挠度曲线表达式。(25 分) q l l l"
Q0070,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2006 - 2006\2006年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2006\2006年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2006_2006年期末_A卷\q-003.png,"3. 平面刚架受力如图所示,其中横杆和竖杆的弯曲刚度 EI、载荷集度 q、长度 l 等均为已知。若忽略剪力的影响,试用卡氏第二定理(或莫尔积分法)求竖 杆 AB 的中点 D 的水平位移。(25 分) D"
Q0072,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2007 - 2007\2007年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2007\2007年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2007_2007年期末_A卷\q-001.png,"一、 (25 分) 悬臂梁如图(a),A 端固定支撑,B 端自由, 梁上作用有垂直向上的函数分布载荷,若 梁的挠度以向上为正,A 端的载荷分布值 为 q0,挠度表达式为: q0 L4 x x w( x)  [45( ) 2  40( )3 360 EI L L x x 15( ) 4  ( )6 ] L L (1) 求梁上截面转角的函数表达式; (2) 求梁上截面弯矩的函数表达式; (3) 求梁上截面剪力的函数表达式; (4) 求梁上的载荷分布函数; (5) 求梁上固定端 A 截面的约束力和约束 力偶; (6) 如果在 AB 梁的中点 C 处增加一个滚轴 约束(如图(b) ),求此滚轴的约束力 的方向和大小。"
Q0077,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2007 - 2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题\2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2007_2007期末材料力学\q-001.png,"1. 如图所示,已知:q、EI、l。试根据梁的挠曲线微分方程和约束条件,求梁的 挠度曲线表达式,并给出截面 A 的挠度和截面 B 的转角。(20 分)"
Q0080,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2007 - 2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题\2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2007_2007期末材料力学\q-004.png,"4. 平面刚架受力如图所示,其中横梁和立柱的横截面积 A、弯曲刚度 EI、载荷集 度 q、长度 l 等均为已知。若忽略剪力的影响,试用卡氏第二定理(或莫尔积 分法)求横梁 BC 的中点 D 的竖向位移。(20 分) D"
Q0097,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-007.png,"3.( 10 试)[本题得试______] 4 3 已知图(a)梁B 端挠度抄q l )(8EI ), 转角抄(q l )6EI ), 则图(b)梁C 截面考转角抄_________) 第 3页 / 共 6页[12题] [ ND 54 ] ☆☆☆☆☆ 材材材学组试系材(2007A版)☆☆☆☆☆ 组试考组)2009年04月02日[03:42PM] q (a) A B EI l q (b) EI A EI B C l l [填空题-第3题图]"
Q0149,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-059.png,"2.( 5 试)[本题得试______] 已知图(a)所考梁中点C 考挠度抄 wC =Fb (3 l 2-4b 2))(48EI ), (a ≥ b )) 则图(b)所考梁中点C 考挠度抄wC =_____________) 第 2页 / 共 6页[12题] [ ND 41 ] ☆☆☆☆☆ 材材材学组试材材(2007B版)☆☆☆☆☆ 组试考组)2009年04月02日[03:35PM] F EI A C B (a) a b l F F EI A C B (b)"
Q0158,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-068.png,"1. ( 5 本) 边界条件是: x =0,w 1 =0, θ 1 =0; x = l ,w 2 =q l /(4k )。 连续条件是: x = l /2,w 1 =w 2 。"
Q0170,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-080.png,"2.( 5 试)[本题得试______] 已知图(a)所考梁中点C 考挠度抄 wC =Fb (3 l 2-4b 2))(48EI ), (a ≥ b )) 则图(b)所考梁中点C 考挠度抄wC =_____________) F EI A C B (a) a b l F F EI A C B (b)"
Q0177,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-087.png,"1. ( 5 本) 边界条件是: x =0,w 1 =0, θ 1 =0; x = l ,w 2 =q l /(4k )。 连续条件是: x = l /2,w 1 =w 2 。"
Q0185,挠曲线、转角、挠度、能量法,K10.2,单位载荷法与 Castigliano 能量法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-095.png,"2.( 5 试)[本题得试______] 一刚架承载试图,其弹性变形能抄U ,则由卡氏第二考理δ = э U ) э F 求得 考考是下述考哪种考移? (A)截面A 水平考移和铅垂考移考代数和; (B)截面A 水平考移和铅垂考移考矢量和; (C)截面A 沿合材方向(45° )考考移; (D)截面A 考总考移) 正确考案是______) F F A [选择题-第2题图]"
Q0190,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2009 - 2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009材料力学模拟试卷及答案六套题.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009材料力学模拟试卷及答案六套题\q-100.png,"3.( 5 试)[本题得试______] 4 3 已知图(a)梁B 端挠度抄q l )(8EI ), 转角抄(q l )6EI ), 则图(b)梁C 截面考转角抄_________) 第 3页 / 共 6页[12题] [ ND 56 ] ☆☆☆☆☆ 材材材学组试材材(2007B版)☆☆☆☆☆ 组试考组)2009年04月02日[03:37PM] q (a) A B EI l q (b) EI A EI B C l l [填空题-第3题图]"
Q0204,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2010 - 2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2010_2010年期末_A卷\q-002.png,"2. 如图所示,已知:q、EI、l。试根据梁的挠曲线微分方程和约束条件,求梁 的挠度曲线表达式,并给出梁自由端截面处的挠度和转角。(20 分)"
Q0207,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2010 - 2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2010_2010年期末_A卷\q-005.png,"5. 平面刚架受力如图所示,其中横梁和立柱的弯曲刚度均为 EI。若忽略剪力和 轴力的影响,试用卡氏第二定理(或莫尔积分法)求平面刚架下端截面 D 的 水平位移和转角。(20 分) 2F A B C a a 2a D F"
Q0211,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2011 - 2011材料力学回忆版殷雅俊.docx,D:\虚拟C盘\学习\固体力学\考题\2011材料力学回忆版殷雅俊.docx,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2011材料力学回忆版殷雅俊\q-004.png,"3、说明是否满足平截面假定 第三题、一根悬臂梁,通长受均布荷载q,中部上方加一个弹簧约束,弹簧刚度系数k,告知梁的E和I。 告知了通长荷载q的悬臂梁任意一点的挠度大小关系式和端部施加F时任意一点的挠度大小关系式。"
Q0212,挠曲线、转角、挠度、能量法,K10.1,梁位移：积分法、叠加法与图乘法,2011 - 2011材料力学回忆版殷雅俊.docx,D:\虚拟C盘\学习\固体力学\考题\2011材料力学回忆版殷雅俊.docx,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2011材料力学回忆版殷雅俊\q-005.png,"3、求中点转角和悬臂端挠度 第四题、一个T形截面梁,是由四部分粘合而成。端点施加向下的力F。"
Q0078,多材料、多层梁、粘合与不粘合,K02.2,拉压静不定、温度应力与装配误差,2007 - 2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题\2007\2007期末材料力学.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2007_2007期末材料力学\q-002.png,"2、如图所示,梁的 A 端固支、B 端在加载前与支承之间有一间隙 δ 0 ,在梁的中 点施加力矩 M。设梁的弯曲刚度 EI 已知,试作出梁的弯矩图和剪力图。(20 分)"
Q0088,多材料、多层梁、粘合与不粘合,K02.1,轴力图、拉压应力与伸长量,2009 - 2009\2009年期中.pdf,D:\虚拟C盘\学习\固体力学\考题\2009\2009年期中.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2009_2009年期中\q-003.png,"3、 如图 4 所示,材料相同、宽度相等、厚度 h1 / h2 = 1/ 2 的两块板,组成一简支梁,其上 承受均布载荷 q。 (1)若两块板只是互相重叠在一起,求此时两块板内的最大正应力之 (2)若两块板胶合在一起,不互相滑动,问此时的最大正应力比前一种情况减少了 比。 多少?(20 分) q h1 h2 b l 图4"
Q0205,多材料、多层梁、粘合与不粘合,K02.2,拉压静不定、温度应力与装配误差,2010 - 2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题\2010\2010年期末（A卷）.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\2010_2010年期末_A卷\q-003.png,"3. 如图所示,梁的 A 端固支、B 端在加载前与支承之间有一间隙 δ 0 ,在梁的中 点施加力矩 M。设梁的弯曲刚度 EI 已知,试作出梁的弯矩图和剪力图。(20 分)"
Q0245,多材料、多层梁、粘合与不粘合,K02.2,拉压静不定、温度应力与装配误差,2024 - 材料力学2024秋期末 - gcx回忆版.docx,D:\虚拟C盘\学习\固体力学\考题\材料力学2024秋期末 - gcx回忆版.docx,,"考试课程:材料力学 考试时间:2024.6.20 19:00-21:00 任课老师:徐志平老师 如图所示的三层梁结构受力矩M作用。厚度均为h,弹性模量,试求(1)完美粘合(2)无粘合时,整体弯曲刚度和最大应力(提示:分别讨论不同相对关系) 如图所示的两层梁结构,两层梁的均相同,为完美粘合状态,已知上、下层梁的,求温度变化时的变形。 请证明(提示:可以通过对不同取向微元应变能的分析证明)。 证明杆在以下情况中的等效系数:(1)一段自由一段固定时,;(2)两端固定时,。 (1)求圆截面杆件的变形和位移;(2)求杆件中应力分布,以及应力的最大值(忽略剪应力)。(图中P为竖直向下的力)"
Q0223,多材料、多层梁、粘合与不粘合,K02.1,轴力图、拉压应力与伸长量,开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题\开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\开放式思维训练\q-007.png,"3. 如果轴向载荷作用位置偏离使杆件 产生均匀变形时的载荷位置,组合杆 将产生什么变形?也请画出横截面上 的正应力分布。 开放式思维案例  复合材料杆与复合材料梁横截面上的应力分布 E2 TSINGHUA UNIVERSITY M M E1 杨氏模量分别为E1和E2 (E1>E2)的两种材料的等截面直梁叠合成一组 合梁,承受纯弯曲变形,如图所示。"
Q0224,多材料、多层梁、粘合与不粘合,K02.1,轴力图、拉压应力与伸长量,开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题\开放式思维训练.pdf,D:\虚拟C盘\学习\固体力学\考题_按知识点整理\visual_assets\question_crops\开放式思维训练\q-008.png,"1. 假定两梁自由叠合,接触面上的摩擦忽略不计,请画出组合梁横 截面上的正应力分布。"
